material_id	material	brand_owner_id	brand_owner	brand_id	brand	subbrand_id	subbrand	subgroup_id	subgroup	pack_type_id	pact_type	pack_size_id	pack_size	pack_empty_id	pack_empty	category_id	category	line_id	line	subline_id	subline	product_id	product
B9VEN	BAP 4 Lager BIO MODULAR 20	0440	CARLSBERG	1077	BAP	1044	BAP 4	9003	CI-SPECIALTIES	0016	MOD 20	0008	LT   20	227	Fs ACEII Birra Spec.	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9VEO	BAP 3 luppoli fusto 25L	0440	CARLSBERG	1077	BAP	1043	BAP 3	9001	CI-LAGER	0007	FUSTO	0013	LT   25	220	Fusto	200	BIRRA	233	BIRRA FS GRUPPO CI	230	BIRRA BAP FS	0061	NAZIONALI
B9VEP	BAP 4 LAGER 12 LATTINE 33cl	0440	CARLSBERG	1077	BAP	1044	BAP 4	9001	CI-LAGER	0006	CAN	0072	CL  33	180	Lattina	200	BIRRA	223	BIRRA CONF. CI	220	BIRRA BAP CF	0061	NAZIONALI
C000A	IL BARDO CESELLO VDT FRIZ fusto 25L	0440	CARLSBERG	0144	IL BARDO	0321	CESELLO	9100	CI-VINO BARDO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C002A	IL BARDO DILETTO BCO VDT fusto 25L	0440	CARLSBERG	0144	IL BARDO	0937	DILETTO	9100	CI-VINO BARDO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C0AAA	PL LE MIMOSE PIGATO x6	0317	AZIENDA AGRICOLA DURIN	0041	LE MIMOSE	0853	PRIVATE LABEL	0086	PIGATO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0073	LIGURIA
C0ABA	PL LE MIMOSE VERMENTINO x6	0317	AZIENDA AGRICOLA DURIN	0041	LE MIMOSE	0853	PRIVATE LABEL	0008	VERMENTINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0073	LIGURIA
C0UJA	PL VIA D. CERRO PIGNOLETTO BIA FRIZ x6	0655	CHIARLI	0928	V CERRO	0853	PRIVATE LABEL	0231	PIGNOLO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	322	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO FR	0041	EMILIA
C10AA	IL BARDO DILETTO MODULAR 20 fusto 20L	0440	CARLSBERG	0144	IL BARDO	0937	DILETTO	9100	CI-VINO BARDO	0016	MOD 20	0008	LT   20	226	Fusto ACE II Vino	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C10AB	IL BARDO RUBECCHIO MODULAR 20 fusto 20L	0440	CARLSBERG	0144	IL BARDO	1012	RUBECCHIO	9100	CI-VINO BARDO	0016	MOD 20	0008	LT   20	226	Fusto ACE II Vino	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C10AD	PL WEINWEG GEWURZT AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0070	GEWURZTRAMINER	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AE	PL WEINWEG PINOT GRI AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0142	PINOT GRIGIO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AG	PL WEINWEG CHARDONNAY AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0028	CHARDONNAY	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AI	PL WEINWEG PINOT NERO   AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0031	PINOT NERO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AL	PL WEINWEG M THURGAU  AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0175	MARZEN	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AN	PL WEINWEG SAUVIGNON   AA DOC x6	0479	CALDARO SOC. AGR. COOP.	1058	WEINWEG	0853	PRIVATE LABEL	0351	SAUVIGNON	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0029	ALTO ADIGE
C10AT	PL NICOSIA FALDE INSOLIA IGT x6	0508	NICOSIA SPA	0194	FALDE	0853	PRIVATE LABEL	0341	INSOLIA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0024	SICILIA
C10AV	PL VAREJ DOLCETTO D'ALBA x6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0001	DOLCETTO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C11AB	PL HUMAR RIBOLLA GIALLA COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0047	RIBOLLA GIALLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0023	FRIULI COLLIO
C11AC	PL HUMAR PINOT GRIGIO COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0142	PINOT GRIGIO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0023	FRIULI COLLIO
C11AD	PL HUMAR CHARDONNAY COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0028	CHARDONNAY	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0023	FRIULI COLLIO
C11AE	PL HUMAR MERLOT COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0226	MERLOT	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0023	FRIULI COLLIO
C11AF	PL HUMAR CABERNET FRANC COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0030	CABERNET FRANC	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0023	FRIULI COLLIO
C11AG	PL HUMAR SAUVIGNON COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0351	SAUVIGNON	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0023	FRIULI COLLIO
C11AR	VICOBAR PINOT N V BCO PANDORA DOC x6	0531	CANT. SOC. COOP. VICOBARONE	0721	VICOBARONE	0692	VICOBARONE	0073	PINOT NERO VB	0003	VAP	0053	CL  75	160	Vap	300	VINO	311	VINO CONFEZIONATO	310	VINO BOTT 75 BCO	0059	LOMBARDIA OLTREPO' PAVESE
C11AS	PL HUMAR FRIULANO COLLIO x6	0220	C&C SRL	1060	HUMAR	0853	PRIVATE LABEL	0133	FRIULANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0023	FRIULI COLLIO
C12AB	PL T CAPITELLI RIPASSO VALP CLA DOC x6	0035	CANTINA VALPOLICELLA NEGRAR	1065	TERRE DEI CAPITELLI	0853	PRIVATE LABEL	0331	RIPASSA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0056	VENETO
C12AC	PL T CAPITELLI AMARONE CL VALP DOC x1	0035	CANTINA VALPOLICELLA NEGRAR	1065	TERRE DEI CAPITELLI	0853	PRIVATE LABEL	0279	AMARONE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0056	VENETO
C12AD	PL T CAPITELLI BIANCO DI CUSTOZA DOC x6	0035	CANTINA VALPOLICELLA NEGRAR	1065	TERRE DEI CAPITELLI	0853	PRIVATE LABEL	0123	CUSTOZA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0056	VENETO
C12AE	PL T CAPITELL VALPOLICELLA CL SUP DOC x6	0035	CANTINA VALPOLICELLA NEGRAR	1065	TERRE DEI CAPITELLI	0853	PRIVATE LABEL	0009	VALPOLICELLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0056	VENETO
C12AF	PL T CAPITELLI SOAVE CLASSICO DOC x6	0035	CANTINA VALPOLICELLA NEGRAR	1065	TERRE DEI CAPITELLI	0853	PRIVATE LABEL	0134	SOAVE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0056	VENETO
C12BA	PL FAVILLA GRECHETTO IGP x6	0157	CANTINE BETTONA SOC.AGR.COOP.	1072	FAVILLA	0853	PRIVATE LABEL	0268	GRECHETTO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0067	UMBRIA
C12BB	PL FAVILLA TREBBIANO IGP x6	0157	CANTINE BETTONA SOC.AGR.COOP.	1072	FAVILLA	0853	PRIVATE LABEL	0117	TREBBIANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0067	UMBRIA
C12BC	PL FAVILLA SANGIOVESE IGP x6	0157	CANTINE BETTONA SOC.AGR.COOP.	1072	FAVILLA	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0067	UMBRIA
C12BD	PL FAVILLA CHARDONNAY IGP x6	0157	CANTINE BETTONA SOC.AGR.COOP.	1072	FAVILLA	0853	PRIVATE LABEL	0028	CHARDONNAY	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0067	UMBRIA
C12BJ	PL PAVONERO CHIANTI COLLI SEN DOCGX6	0102	SOCIETA' COOP. AGRICOLTORI DEL	1067	PAVONIERE	0853	PRIVATE LABEL	0081	CHIANTI	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12BL	PL PAVONIERE MORELLINO SCANS DOCGX6	0102	SOCIETA' COOP. AGRICOLTORI DEL	1067	PAVONIERE	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12BM	PL TERRE DI RICALCO SANGIOVESE X6	0646	AZ. AGRICOLA FALESCO	1052	TERRE DI RICALCO	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0032	UMBRA
C12BN	PL TERRE DI RICALCO EST EST EST X6	0646	AZ. AGRICOLA FALESCO	1052	TERRE DI RICALCO	0853	PRIVATE LABEL	0028	CHARDONNAY	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0032	UMBRA
C12BO	PL TERRE DEL SOLE AGLIANICO DOCx6	0194	CANTINE DI TUFO SNC	0076	TERRE DEL SOLE	0853	PRIVATE LABEL	0302	AGLIANICO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0034	CAMPANIA
C12BP	PL TERRE DEL SOLE FALANGH DOCx6	0194	CANTINE DI TUFO SNC	0076	TERRE DEL SOLE	0853	PRIVATE LABEL	0214	FALANGHINA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0034	CAMPANIA
C12BW	PL VITTI PRIMITIVO DI MANDURIA x6	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0119	PRIMITIVO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C12BX	PL ARESTIDU CANNONAU DOC X6	0007	CANTINA SOC. VERMENTINO SCRL	1071	ARESTIDU	0853	PRIVATE LABEL	0308	CANNONAU	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0006	SARDEGNA
C12BZ	PL MASEDU VERMENT GALLURA DOCG X6	0007	CANTINA SOC. VERMENTINO SCRL	1071	ARESTIDU	0853	PRIVATE LABEL	0008	VERMENTINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0006	SARDEGNA
C12CB	PL VAREJ NEBBIOLO DOC MAGNUM 150X1	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0051	NEBBIOLO	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0012	PIEMONTE
C12CC	PL VITTI PRIMITIVO MANDURIA MAGNUM 150X1	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0119	PRIMITIVO	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0068	PUGLIA
C12CJ	PL VITTI FIANO SALENTO IGIP x6	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0347	FIANO	0003	VAP	0044	CL 100	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0068	PUGLIA
C12CL	PL VITTI NEGROAM SALEN IGT x6	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0173	NEGROAMARO	0003	VAP	0044	CL 100	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C12CM	PL VITTI MALVASIA NERA IGT x6	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0153	MALVASIA NERA	0003	VAP	0044	CL 100	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C12CN	PL VITTI NEGROAM SALEN ROSATO IGT x6	0389	FEUDI DI SAN MARZANO SRL	1074	VITTI	0853	PRIVATE LABEL	0173	NEGROAMARO	0003	VAP	0044	CL 100	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C12CQ	PL VIGNANA NERO D'AVOLA X6	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0234	NERO D'AVOLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0024	SICILIA
C12CY	PL TERRA E VENTO IS NURAGHI BIANCO IGTx6	0007	CANTINA SOC. VERMENTINO SCRL	1083	TERRE E VENTO	0853	PRIVATE LABEL	0008	VERMENTINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0006	SARDEGNA
C12CZ	PL TERRA E VENTO IS NURAGHI ROSSO IGTx6	0007	CANTINA SOC. VERMENTINO SCRL	1083	TERRE E VENTO	0853	PRIVATE LABEL	0008	VERMENTINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0006	SARDEGNA
C12DB	PL VAREJ BARBARESCO DOCG X1	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0262	BARBARESCO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0012	PIEMONTE
C12DC	PL SOFIO PECORINO MARCHE DOC X6	0657	VELENOSI	1084	SOFIO	0853	PRIVATE LABEL	0372	PECORINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0047	MARCHE
C12DD	PL SOFIO VERDICCHIO JESI DOC X6	0657	VELENOSI	1084	SOFIO	0853	PRIVATE LABEL	0082	VERDICCHIO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0047	MARCHE
C12DE	PL SOFIO MONTEPULCIANO D'ABRUZZO DOC X6	0657	VELENOSI	1084	SOFIO	0853	PRIVATE LABEL	0319	MONTEPULCIANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0015	ABRUZZO
C12DF	PL SOFIO PASSERINA MARCHE IGT X6	0657	VELENOSI	1084	SOFIO	0853	PRIVATE LABEL	0013	PASSERINA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0047	MARCHE
C12DG	PL ANFORIO MORELLINO SCANSANO DOC X 6	0230	AMBROGIO E GIOVANNI FOLONARI	1085	ANFORIO	0853	PRIVATE LABEL	0192	MORELLINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12DH	PL ANFORIO CHIANTI CLASSICO DOCG X 6	0230	AMBROGIO E GIOVANNI FOLONARI	1085	ANFORIO	0853	PRIVATE LABEL	0081	CHIANTI	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12DI	PL ANFORIO BOLGHERI ROSSO  X 6	0230	AMBROGIO E GIOVANNI FOLONARI	1085	ANFORIO	0853	PRIVATE LABEL	0299	CABERNET	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12DJ	PL ANFORIO BOLGHERI ROSSO MAGNUM 150 X 1	0230	AMBROGIO E GIOVANNI FOLONARI	1085	ANFORIO	0853	PRIVATE LABEL	0299	CABERNET	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12DK	PL ANFORIO NOBILE MONTEPULCIANO  X 6	0230	AMBROGIO E GIOVANNI FOLONARI	1085	ANFORIO	0853	PRIVATE LABEL	0045	NOBILE MONTEPULCIANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C12DP	VERDUZZO GLERA fusto 25L	0440	CARLSBERG	0144	IL BARDO	0071	GLERA	9100	CI-VINO BARDO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C12DQ	VERDUZZO GLERA MODULAR 20 fusto 20L	0440	CARLSBERG	0144	IL BARDO	0071	GLERA	9100	CI-VINO BARDO	0016	MOD 20	0008	LT   20	226	Fusto ACE II Vino	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C13AF	PL PASSONERO ROSSO IGTx6	0388	SENSI VIGNE E VINI SRL	1095	PASSONERO	0853	PRIVATE LABEL	0109	ROSSO DA TAVOLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C13AH	PL PASSONERO MORELLINO DI SCANSANODOCGx6	0388	SENSI VIGNE E VINI SRL	1095	PASSONERO	0853	PRIVATE LABEL	0192	MORELLINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C13AI	PL PASSONERO CHIANTI COLLI SENESI DOCGx6	0388	SENSI VIGNE E VINI SRL	1095	PASSONERO	0853	PRIVATE LABEL	0081	CHIANTI	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0009	TOSCANA
C15AK	PL FAVILLA MONTEFALCO ROSSO x6	0355	FONGOLI SOCIETA' AGRICOLA S.S.	1072	FAVILLA	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0067	UMBRIA
C16AI	IL BARDO GARGANEGA GLERA MOD 20 FS 20L	0440	CARLSBERG	0144	IL BARDO	0071	GLERA	9100	CI-VINO BARDO	0016	MOD 20	0008	LT   20	226	Fusto ACE II Vino	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C16AJ	PL VIGNANA GARDA DOC GARGANCA PINOT G x6	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0131	GARGANEGA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0056	VENETO
C16AK	PL VIGNANA NERO D'AVOLA DOC x6	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0234	NERO D'AVOLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0024	SICILIA
C16AL	PL VIGNANA MERLOT VARIETALE ITALIA x6	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0226	MERLOT	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0056	VENETO
C1KXA	PL VIGNANA GAVI BCOX6	0449	BERGAGLIO PIERCARLO	0770	VIGNANA	0853	PRIVATE LABEL	0267	GAVI	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0012	PIEMONTE
C1KYA	PL VIGNANA ROERO ARNEIS x6	0459	LUCA ABRATE SRL	0770	VIGNANA	0853	PRIVATE LABEL	0041	ARNEIS	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0012	PIEMONTE
C1PCA	IL BARDO RUBECCHIO VDT fusto 25L	0440	CARLSBERG	0144	IL BARDO	1012	RUBECCHIO	9100	CI-VINO BARDO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C23CA	PL LIGNANA BARBERA MONFTO x12	0066	CANTINA VALLEBELBO SOC COOP AGRICOLA	0306	LIGNANA	0853	PRIVATE LABEL	0035	BARBERA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C23CC	PL VIGNANA DOLCETTO MONFERRATO DOC x6	0066	CANTINA VALLEBELBO SOC COOP AGRICOLA	0770	VIGNANA	0853	PRIVATE LABEL	0001	DOLCETTO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C23CD	PL VIGNANA BARBERA ASTI DOCG x6	0066	CANTINA VALLEBELBO SOC COOP AGRICOLA	0770	VIGNANA	0853	PRIVATE LABEL	0035	BARBERA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C23DB	PL VIGNANA BONARDA DOC x 6	0595	LOSITO & GUARINI S.R.L.	0770	VIGNANA	0853	PRIVATE LABEL	0193	BONARDA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0019	LOMBARDIA
C2KMA	PL VIA DEL CERRO LAMBR SEC x6	0655	CHIARLI	0928	V CERRO	0853	PRIVATE LABEL	0361	LAMBRUSCO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0042	ROMAGNA
C2KNA	PL VIA DEL CERRO LAMBR AMAB x6	0655	CHIARLI	0928	V CERRO	0853	PRIVATE LABEL	0361	LAMBRUSCO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0042	ROMAGNA
C2KUM	PL VAREJ BARBERA D'ALBA DOC X6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0035	BARBERA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C2KUN	PL VAREJ BAROLO DOCG X1	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0211	BAROLO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C2KUO	PL NICOSIA FALDE NERO D'AVOLA X6	0508	NICOSIA SPA	0194	FALDE	0853	PRIVATE LABEL	0234	NERO D'AVOLA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0024	SICILIA
