material_id	material	brand_owner_id	brand_owner	brand_id	brand	subbrand_id	subbrand	subgroup_id	subgroup	pack_type_id	pact_type	pack_size_id	pack_size	pack_empty_id	pack_empty	category_id	category	line_id	line	subline_id	subline	product_id	product
C2KUP	PL VAREJ MOSCATO D'ASTI DOCG X6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0205	MOSCATO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0012	PIEMONTE
C2KUQ	PL VAREJ NEBBIOLO LANGHE DOC X6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0051	NEBBIOLO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0012	PIEMONTE
C2S2A	PL VIA D. CERRO SANGIOV DOC ROMAGNA x6	0655	CHIARLI	0928	V CERRO	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0042	ROMAGNA
C391A	PL S MARZANO NEGROAM SALEN IGTx6	0389	FEUDI DI SAN MARZANO SRL	0382	SANMARZANO	0853	PRIVATE LABEL	0173	NEGROAMARO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C392A	PL S MARZANO PRIMITIVO MAND DOCx6	0389	FEUDI DI SAN MARZANO SRL	0382	SANMARZANO	0853	PRIVATE LABEL	0119	PRIMITIVO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0068	PUGLIA
C8BRA	PL VIGNAROLO BIANCO VP 150 x6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0348	UVAGGIO	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0027	italia
C8BSA	PL VIGNAROLO ROSSO VP 150 x6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0348	UVAGGIO	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0027	italia
C8CLA	PL VIA AUGUSTEA MULLER THURGAU VDD IGTX6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0165	MULLER THURGAU	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0065	TRENTINO
C8CLB	PL VIA AUGUSTEA MULLER THRGAU FRIZ IGTx6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0215	MULLER THURGAU FRIZZANTE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0065	TRENTINO
C8CLC	PL VIA AUGUSTEA GEWURZTRAMINER TRENTINO	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0070	GEWURZTRAMINER	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0065	TRENTINO
C8CLD	PL VIA AUGUSTEA PINOT GRIGIO 375x12	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0172	LIMONE	0003	VAP	0069	CL  37,5	240	PRIVATE LABEL VINI	300	VINO	319	VINO CONFEZIONATO PL	320	VINO BOTT ALTRO VAP	0065	TRENTINO
C8CLE	PL VIA AUGUSTEA PINOT GRIGIO  VDD IGT X6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0142	PINOT GRIGIO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0065	TRENTINO
C8CLI	PL VIA AUGUSTEA  TEROLDEGO VDD  IGT X6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0155	TEROLDEGO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0065	TRENTINO
C8CLL	PL VIA AUGUSTEA MULLER THURGAU 375 x 12	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0165	MULLER THURGAU	0003	VAP	0069	CL  37,5	240	PRIVATE LABEL VINI	300	VINO	319	VINO CONFEZIONATO PL	320	VINO BOTT ALTRO VAP	0065	TRENTINO
C9SCA	PL TERRE DEL SOLE FIANO AV DOCG x6	0194	CANTINE DI TUFO SNC	0076	TERRE DEL SOLE	0853	PRIVATE LABEL	0347	FIANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0034	CAMPANIA
C9SDA	PL TERRE DEL SOLE GRECO DOCG x6	0194	CANTINE DI TUFO SNC	0076	TERRE DEL SOLE	0853	PRIVATE LABEL	0010	GRECO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0034	CAMPANIA
C9YMA	PL FAVILLA SAGRANTINO DOCG x1	0355	FONGOLI SOCIETA' AGRICOLA S.S.	1072	FAVILLA	0853	PRIVATE LABEL	0249	SAGRANTINO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0067	UMBRIA
C9YNA	PL FAVILLA MONTEFALCO ROSSO x1	0355	FONGOLI SOCIETA' AGRICOLA S.S.	1072	FAVILLA	0853	PRIVATE LABEL	0340	SANGIOVESE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0067	UMBRIA
C9ZZF	PL VIGNANA CHARDONNAY VENETO FRIZ IGT x6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0232	CHARDONNAY FRIZZANTE	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0056	VENETO
C9ZZG	PL VIGNANA PINOT GRIGIO GARGANEGA IGT x	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0131	GARGANEGA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0056	VENETO
C9ZZH	PL VIGNANA MERLOT IGT x6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0226	MERLOT	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0056	VENETO
C9ZZI	PL VIGNANA MONTEPULCIANO ABRUZZO DOC x6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0319	MONTEPULCIANO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0015	ABRUZZO
C9ZZL	PL VIA AUGUSTEA PINOT NERO x6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0031	PINOT NERO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	323	VINO CONFEZIONATO PL	320	VINO BOTT 75 RSO	0029	ALTO ADIGE
C9ZZQ	PL MAYA LUGANA DOC x6	0649	OTTELLA AZ. AGRICOLA	1057	MAYA	0853	PRIVATE LABEL	0089	LUGANA	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	321	VINO CONFEZIONATO PL	320	VINO BOTT 75 BCO	0019	LOMBARDIA
C9ZZR	PL VIA AUGUSTEA PINOT NERO MAGNUM150x1	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0031	PINOT NERO	0003	VAP	0025	CL 150	240	PRIVATE LABEL VINI	300	VINO	329	VINO CONFEZIONATO PL	320	PRIVATE LABEL	0029	ALTO ADIGE
C9ZZT	BIANCO VENETO FRIZZANTE FUSTO 25 L	0440	CARLSBERG	0144	IL BARDO	0644	VERDUZZO	0260	VERDUZZO	0007	FUSTO	0013	LT   25	220	Fusto	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
C9ZZZ	IL BARDO CESELLO MODULAR 20 fusto 20L	0440	CARLSBERG	0144	IL BARDO	0321	CESELLO	9100	CI-VINO BARDO	0016	MOD 20	0008	LT   20	226	Fusto ACE II Vino	300	VINO	331	VINO FS GRUPPO CI	330	VINO FS IL BARDO	0056	VENETO
D08LA	PL VIGNANA PROSECCO EX DRY DOC X6	0554	SERENA	0770	VIGNANA	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D08NC	PL VIGNANA SPUM PINOT CHARD x6	0554	SERENA	0770	VIGNANA	0853	PRIVATE LABEL	0163	PINOT CHARDONNAY	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D0AJC	PL VAREJ ASTI DOCG SPUM DOLCE X 6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0110	ASTI	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0012	PIEMONTE
D0ALA	PL IL COLLE PROSECCO DOCG X6	0018	AZIENDA VITIVINICOLA IL COLLE S.r.l.	0963	IL COLLE	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9ASA	PL CONTARINI VICTOR SPUM PINOT N ROSE x6	0476	CONTARINI VINI SPUMANTI SPA	0156	VICTOR	0853	PRIVATE LABEL	0031	PINOT NERO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9BZA	PL GOBILLARD CHAMP BRUT x1	0220	C&C SRL	0840	GOBILLARD	0853	PRIVATE LABEL	0187	CHAMPAGNE	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32D	VINO CONFEZIONATO PL	320	CHAMPAGNE	0007	FRANCIA
D9DTA	PL IL COLLE PROSEC TREV EXD DOCx6	0018	AZIENDA VITIVINICOLA IL COLLE S.r.l.	0963	IL COLLE	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9EBA	PL CONTARINI VICTOR PROSEC DOC TREVIS x6	0476	CONTARINI VINI SPUMANTI SPA	0156	VICTOR	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FCA	PL VIGNANA SPUMANTE BRUT X 6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0002	SPUMANTE BRUT	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0012	PIEMONTE
D9FDA	PL VIGNANA SPUMANTE MOSCATO X 6	0124	CANTINE PIROVANO SAS	0770	VIGNANA	0853	PRIVATE LABEL	0205	MOSCATO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0012	PIEMONTE
D9FGA	PL DORALIS FRANCIACORTA BRUT DOCG x1	0300	BREDASOLE DEI F.LLI FERRARI	0454	DORALIS	0853	PRIVATE LABEL	0169	FRANCIACORTA	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0019	LOMBARDIA
D9FGD	PL VIGNANA PROS EX DRY DOC 150x1	0554	SERENA	0770	VIGNANA	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0025	CL 150	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FGE	PL SYMPHONIAE PROSECCO VALD SUP DOCG x6	0444	BORTOLOMIOL SPA	1063	SYMPHONIAE	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FGK	PL GOBILLARD CHAMP ROSE' x1   ASTUCC	0220	C&C SRL	0840	GOBILLARD	0853	PRIVATE LABEL	0187	CHAMPAGNE	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32D	VINO CONFEZIONATO PL	320	CHAMPAGNE	0007	FRANCIA
D9FGY	PL H LANVIN & FILS CHAMPAGNE ROSE' 75 CL	0656	LES PRODUCTEURS ET VIGNERONS DE FRANCE	1069	H LANVIN	0853	PRIVATE LABEL	0187	CHAMPAGNE	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32D	VINO CONFEZIONATO PL	320	CHAMPAGNE	0007	FRANCIA
D9FGZ	PL H LANVIN & FILS CHAMPAGNE BRUT 75 CL	0656	LES PRODUCTEURS ET VIGNERONS DE FRANCE	1069	H LANVIN	0853	PRIVATE LABEL	0187	CHAMPAGNE	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32D	VINO CONFEZIONATO PL	320	CHAMPAGNE	0007	FRANCIA
D9FHA	PL VIA AUGUSTEA SPUM. MULLER THURGAU X6	059	CONCILIO SPA	1048	VIA AUGUSTEA	0853	PRIVATE LABEL	0165	MULLER THURGAU	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0065	TRENTINO
D9FHB	PL SYMPHONIAE PROS DOCG MAGNUM 150 x1	0444	BORTOLOMIOL SPA	1063	SYMPHONIAE	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0025	CL 150	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FHC	PL PICTOR GRAN COUVEE X 6	0220	C&C SRL	1079	PICTOR	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FHD	PL PICTOR PROSECCO MILL X 6	0220	C&C SRL	1079	PICTOR	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FHE	PL VIGNANA PROSEC EX DRY DOC 20X24	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0090	CL  20	242	PRIVATE LABEL SPUM	300	VINO	31C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FHH	PL VIGNANA PROSEC MAGNUM LIMITED 150x1	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0127	PROSECCO	0003	VAP	0025	CL 150	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
D9FHU	PL VIGNANA SPUM EXTRA DRY MILLESIMATO x6	0551	PIROVANO	0770	VIGNANA	0853	PRIVATE LABEL	0131	GARGANEGA	0003	VAP	0053	CL  75	242	PRIVATE LABEL SPUM	300	VINO	32C	VINO CONFEZIONATO PL	320	SPUMANTI	0056	VENETO
DOAJD	PL VAREJ BRACHETTO ACQUI MIL DOCGx6	0533	FONTANAFREDDA S.R.L.	1050	VAREJ	0853	PRIVATE LABEL	0154	BRACHETTO	0003	VAP	0053	CL  75	240	PRIVATE LABEL VINI	300	VINO	327	VINO CONFEZIONATO PL	320	VINO BOTT. DOLCI/LI	0012	PIEMONTE
E9FAZ	PEPSI MAX POSTMIX FS 9 X1	0483	PEPSI COLA	0785	PEPSI COLA	0212	PEPSI	0332	COLA	0007	FUSTO	0026	LT    9	220	Fusto	400	SOFT DRINKS	454	BIBITE FUSTI	450	LIN PEPSI COLA POST	0018	ALTRO
H0RUA	PL LIMONCELLO SORR.TO SOLE 100 x1	0048	POLINI	0620	SOLE	0853	PRIVATE LABEL	0200	LIMONCINO	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	522	SPIRITS PL	520	LIMONCINI	0044	varie
H0RYA	PL RIFLESSI LIMONCEL 200x1	0048	POLINI	0094	POLINI	0853	PRIVATE LABEL	0200	LIMONCINO	0003	VAP	0066	CL 200	241	PRIVATE LABEL SPIRIT	500	SPIRITS	522	SPIRITS PL	520	LIMONCINI	0044	varie
H1WJA	PL AICY VODKA 100 x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H8EKA	PL GIN ST PAUL 100 x1	0048	POLINI	0562	ST PAUL	0853	PRIVATE LABEL	0278	GIN	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	528	SPIRITS PL	520	GIN	0044	varie
H9ACA	PL HAPPY SPRITZ 100 x1	0040	DISTILLATI GROUP	0360	HAPPY SPRITZ	0853	PRIVATE LABEL	0310	APERITIVO	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52F	SPIRITS PL	520	LIQUORI ALTRI	0044	varie
H9FMA	PL AICY VODKA FRAGOLA 100 x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9FMB	PL AICY VODKA LIQUIRIZIA 100x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9FMC	PL AICY VODKA LIMONE 100x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9FNA	PL AICY VODKA PESCA 100 x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9GTA	PL RON SANTA CRUZ 7 ANOS 100 x1	0048	POLINI	0140	SANTA CRUZ	0853	PRIVATE LABEL	0241	RUM	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52A	SPIRITS PL	520	RHUM	0044	varie
H9GUA	PL RON SANTA CRUZ BLANCO 100 x1	0048	POLINI	0140	SANTA CRUZ	0853	PRIVATE LABEL	0241	RUM	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52A	SPIRITS PL	520	RHUM	0044	varie
H9JBA	PL GRADAIA GRAPPA BIANCA 70 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9JDA	PL GRADAIA GRAPPA CABERNET ASTUCC x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9KCA	PL GRADAIA GRAPPA CHARDONNAY ASTUCC 70x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9NQA	PL AICY VODKA MELONE 100 x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9NRA	PL AICY VODKA MENTA 100 x1	0048	POLINI	0167	AICY	0853	PRIVATE LABEL	0305	VODKA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	529	SPIRITS PL	520	VODKA	0044	varie
H9PSA	PL GRADAIA GRAPPA MOSCATO ASTUCC 70 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9PTA	PL GRADAIA GRAPPA PROSECCO ASTUCC 70 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9PUA	PL GRADAIA GRAPPA RISERVA ASTUCC 70 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9ZAM	PL GRADAIA GRAPPA RISERVA ASTUCC 150x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0044	varie
H9ZAV	PL GRADAIA FRIULANA PRESTIGE astucc 70x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0018	ALTRO
H9ZAW	PL GRADAIA RISERVA PRESTIGE astucc 70 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0070	CL  70	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0018	ALTRO
H9ZBB	PL GRADAIA SAMBUCA 100 x1	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0087	LIQUORE DOLCE	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52F	SPIRITS PL	520	LIQUORI ALTRI	0018	ALTRO
H9ZBE	PL GRAPPA CENTOCENTILITRI 38° cl 100	0107	DOMENIS	0359	GRADAIA	0853	PRIVATE LABEL	0016	GRAPPA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	526	SPIRITS PL	520	GRAPPE	0018	ALTRO
H9ZBH	PL ACAPULCO TEQUILA CL 100	0048	POLINI	1073	ACAPULCO	0853	PRIVATE LABEL	0183	TEQUILA/CACHACA	0003	VAP	0044	CL 100	241	PRIVATE LABEL SPIRIT	500	SPIRITS	52C	SPIRITS PL	520	TEQUILA & CACHACA PL	0018	ALTRO
